caesar,1710844757,"No_Config,String 8 lowercase",4096,32,10000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710844757-CT_128sg-256sg-256sg-128sg,loss:5.057790630758063e-09;bitwise_loss:0.0;full_loss:0.0;val_loss:0.0001316020352533087;val_bitwise_loss:0.00015281174273695797;val_full_loss:0.012224938720464706;
caesar,1710847519,"No_Config,String 8 lowercase",4096,32,10000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710847519-CT_128sg-256sg-256sg-128sg,loss:2.133021098416066e-06;bitwise_loss:2.118931433869875e-06;full_loss:0.000271223223535344;val_loss:0.040926799178123474;val_bitwise_loss:0.04836491495370865;val_full_loss:1.0;
caesar,1710849493,"No_Config,String 8 lowercase",4096,32,10000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710849493-CT_128sg-256sg-256sg-128sg,loss:2.133153657268849e-06;bitwise_loss:2.118931433869875e-06;full_loss:0.000271223223535344;val_loss:0.02824418433010578;val_bitwise_loss:0.03434443846344948;val_full_loss:0.9779950976371765;
caesar,1710851818,"No_Config,String 8 lowercase",4096,32,20000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710851818-CT_128sg-256sg-256sg-128sg,loss:7.398865520258369e-09;bitwise_loss:0.0;full_loss:0.0;val_loss:0.03304976969957352;val_bitwise_loss:0.04017038643360138;val_full_loss:0.9902200698852539;
caesar,1710856731,"No_Config,String 8 lowercase",4096,32,20000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710856731-CT_128sg-256sg-256sg-128sg,loss:2.125976379829808e-06;bitwise_loss:2.118931433869875e-06;full_loss:0.000271223223535344;val_loss:0.03300543501973152;val_bitwise_loss:0.039368122816085815;val_full_loss:0.9828850626945496;
caesar,1710940680,"No_Config,String 8 lowercase",4096,32,20000,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710940680-CT_128sg-256sg-256sg-128sg,loss:2.1260657376842573e-06;bitwise_loss:2.118931433869875e-06;full_loss:0.000271223223535344;val_loss:0.026438888162374496;val_bitwise_loss:0.03212866932153702;val_full_loss:0.9853300452232361;
caesar,1710948280,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,0,CT_128sg-256sg-256sg-128sg,logs/caesar_1710948280-CT_128sg-256sg-256sg-128sg,loss:0.02751396782696247;bitwise_loss:0.02218521200120449;full_loss:0.9387035369873047;val_loss:0.06276524066925049;val_bitwise_loss:0.08893643319606781;val_full_loss:0.9975550174713135;
caesar,1711010463,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,0,CT_256sg-512sg-512sg-512sg-256sg,logs/caesar_1711010463-CT_256sg-512sg-512sg-512sg-256sg,loss:0.0001668358308961615;bitwise_loss:0.0;full_loss:0.0;val_loss:0.03065238706767559;val_bitwise_loss:0.04148838669061661;val_full_loss:0.9877750873565674;
caesar,1711010569,"No_Config,String 8 lowercase",4096,32,20000,mean_squared_error,0,CT_256sg-512sg-512sg-512sg-256sg,logs/caesar_1711010569-CT_256sg-512sg-512sg-512sg-256sg,loss:2.8857516376490366e-09;bitwise_loss:0.0;full_loss:0.0;val_loss:0.04254844784736633;val_bitwise_loss:0.051554858684539795;val_full_loss:0.9975550174713135;
caesar,1711105829,"No_Config,String 8 lowercase",4096,32,200,mean_squared_error,11,CT-IB_100x1024sg,logs/caesar/_1711105829-CT-IB_100x1024sg,loss:0.3068692684173584;bitwise_loss:0.3068692982196808;full_loss:1.0;val_loss:0.30478301644325256;val_bitwise_loss:0.30478301644325256;val_full_loss:1.0;
caesar,1711108555,"No_Config,String 8 lowercase",4096,32,200,mean_squared_error,26,CT-IB_100x1024sg,logs/caesar/_1711108555-CT-IB_100x1024sg,loss:0.2982127368450165;bitwise_loss:0.29821276664733887;full_loss:1.0;val_loss:0.2966585159301758;val_bitwise_loss:0.2966585159301758;val_full_loss:1.0;
caesar,1711115104,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,logs/caesar/_1711115104-CT_128sg-256sg-256sg-128sg,loss:0.00019551314471755177;bitwise_loss:0.0;full_loss:0.0;val_loss:0.00040650551090948284;val_bitwise_loss:3.820293568423949e-05;val_full_loss:0.0024449878837913275;
caesar,1711115208,"No_Config,String 8 lowercase",4096,32,1000,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,logs/caesar/_1711115208-CT_128sg-256sg-256sg-128sg,loss:9.824443480965783e-08;bitwise_loss:0.0;full_loss:0.0;val_loss:0.0008718785247765481;val_bitwise_loss:0.000993276247754693;val_full_loss:0.08801955729722977;
caesar,1711115470,"No_Config,String 8 lowercase",4096,32,1000,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,logs/caesar/_1711115470-CT_128sg-256sg-256sg-128sg,loss:1.418841719669217e-07;bitwise_loss:0.0;full_loss:0.0;val_loss:0.005937408190220594;val_bitwise_loss:0.007749738171696663;val_full_loss:0.5867970585823059;
caesar,1711116605,"No_Config,String 8 lowercase",4096,32,1000,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,logs/caesar/_1711116605-CT_128sg-256sg-256sg-128sg,loss:4.105020323663666e-08;bitwise_loss:0.0;full_loss:0.0;val_loss:7.027965239103651e-06;val_bitwise_loss:0.0;val_full_loss:0.0;
caesar,1712575253,"No_Config,String 8 lowercase",1048576,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,logs/caesar/_1712575253-CT_128sg-256sg-256sg-128sg,loss:2.9208864361862652e-05;bitwise_loss:3.289843152742833e-05;full_loss:0.0041357651352882385;val_loss:4.232698483974673e-05;val_bitwise_loss:4.820553294848651e-05;val_full_loss:0.005960498470813036;
caesar,1712655315,"No_Config,String 8 lowercase",1048576,32,100,mean_squared_error,11,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1712655315-CT_128sg-256sg-256sg-128sg,loss:3.2376898161601275e-05;bitwise_loss:1.9917872123187408e-05;full_loss:0.0025314739905297756;val_loss:2.3000939108897e-05;val_bitwise_loss:9.834822776610963e-06;val_full_loss:0.0012588573154062033;
caesar,1712656253,"No_Config,String 8 lowercase",1048576,32,100,mean_squared_error,13,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1712656253-CT_128sg-256sg-256sg-128sg,loss:3.136257146252319e-05;bitwise_loss:2.066293018287979e-05;full_loss:0.002633199095726013;val_loss:1.428628820576705e-05;val_bitwise_loss:6.854573257442098e-06;val_full_loss:0.0008678485755808651;
caesar,1712657327,"No_Config,String 8 lowercase",1048576,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1712657327-CT_128sg-256sg-256sg-128sg,loss:2.9093433113303035e-05;bitwise_loss:3.3121948945336044e-05;full_loss:0.004153778776526451;val_loss:3.322948396089487e-05;val_bitwise_loss:3.770015246118419e-05;val_full_loss:0.004501368384808302;
caesar,1712924868,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1712924868-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.0;full_loss:0.0;loss:0.00021653914882335812;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:0.0004780426970683038;
caesar,1712924915,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1712924915-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.0005509221809916198;full_loss:0.03525901958346367;loss:0.0007504438399337232;val_bitwise_loss:0.0006112469709478319;val_full_loss:0.03911980614066124;val_loss:0.001051753293722868;
caesar,1720112757,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720112757-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.0;full_loss:0.0;loss:0.00020614312961697578;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:0.00044408199028111994;
caesar,1720113762,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720113762-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013979780487716198;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:1.0773279512932277e-07;
caesar,1720113836,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720113836-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013954666792415082;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:2.242502574745231e-07;
caesar,1720113935,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720113935-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013984207180328667;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:8.82199202578704e-08;
caesar,1720114055,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720114055-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013978364586364478;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:1.0581057807712568e-07;
caesar,1720114143,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720114143-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013985171972308308;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:9.772747233682821e-08;
caesar,1720114392,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720114392-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013972059241496027;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:1.4112607971128455e-07;
caesar,1720126460,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720126460-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013982329983264208;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:9.849732407474221e-08;
caesar,1720126562,"No_Config,String 8 lowercase",4096,32,100,mean_squared_error,-1,CT_128sg-256sg-256sg-128sg,./logs/caesar/_1720126562-CT_128sg-256sg-256sg-128sg,bitwise_loss:0.00013984946417622268;full_loss:0.000271223223535344;loss:0.00013982410018797964;val_bitwise_loss:0.0;val_full_loss:0.0;val_loss:8.503837989337626e-08;
